0,1,2,3,4,5,label
0.833166939682368,0.1683741429331453,0.017609799547114415,0.6339456438364297,0.08054971610280101,0.40362152727050005,0
0.8393099949765659,0.11572162719813393,0.01774876137728727,0.7374362560350136,0.10811949968254977,0.1395256493803806,0
0.9533663600183198,0.04632287801086546,0.007682475628966835,0.7699260160089644,0.15419200576181927,0.311730563083664,1
0.7061276994396579,0.16263278582799534,0.04778404929772276,0.738494554563636,0.25492090742626994,0.5909396298835469,0
0.7687685384427227,0.5310318839177509,0.4732135600834907,0.19287440834899092,0.06426007316484289,0.13083089016497257,0
0.8178883651601649,0.10009614916272454,0.1283941898810832,0.0998289551208302,0.3932605856266319,0.6289583397731442,1
0.9845841246992733,0.016860817013546036,0.02147459876524756,0.5767801090063371,0.12249278922263604,0.15641745572715682,0
0.8229434554045818,0.221391236743091,0.14955586202840773,0.16920525157631416,0.3713084176862601,0.2855119982340266,1
0.5689878515160445,0.36286039983748536,0.3361114387198483,0.183674679742975,0.207114956995162,0.35828783704154477,1
0.8420245782705413,0.12222746547965697,0.03256610637971917,0.7023735268843647,0.2528672394215662,0.18932412118202147,1
0.8624529502659228,0.10655759767545846,0.04099403215226349,0.49832917993726955,0.08272602323095848,0.2946459131449214,0
0.970907217679877,0.025512662998675485,0.038551284648850895,0.5737039408206952,0.19123934196953338,0.08758470894131182,1
0.825360923860299,0.1396045507142387,0.028280753991492536,0.6578941407894214,0.18467997459097416,0.09553419404951602,1
0.8989793512574977,0.08978378548008918,0.03095977192540256,0.4495297487557892,0.10099554089168958,0.41623561225179917,0
0.8967508442417629,0.07372652327689838,0.012655738069200503,0.6957234902805569,0.12054742643840369,0.262105485958242,1
0.5879686739223742,0.6563249215920657,0.5827903954646443,0.2958940857346915,0.5134905155473247,0.37242446324093537,0
0.8936616617301498,0.09979497330600362,0.04106496039097332,0.49971659847578964,0.2455930562076554,0.1895104912543617,1
0.6614944918929619,0.5370102532592179,0.37854148955375183,0.1585778467892675,0.33009148467248617,0.4023530150479182,1
0.8224893849600046,0.14676738262401678,0.024286610987914046,0.511024056323704,0.2433154920304396,0.18001402279732104,1
0.8711084074785591,0.06141628755419319,0.010493251720413165,0.6352298659941422,0.09309258817413096,0.41715337843688194,0
0.5432404431755156,0.840907927968944,0.5071043109735786,0.35449518719250495,0.2512333730379498,0.628689105437375,0
0.8816381746978454,0.040435214302875264,0.03241242625087838,0.727032334857282,0.34394786163955104,0.5643063202260757,1
0.07511646625549062,0.9456357790700743,0.842474066292118,0.4832051797942647,0.37762382283988927,0.44437013376810475,1
0.9321158662478377,0.0382019121548359,0.010487023182661325,0.6615128247672639,0.45325863588174786,0.00586270195148314,1
0.7223554035801387,0.19502698166349033,0.09053337254395749,0.7501649627780352,0.24748626185222886,0.6124836836158969,0
0.6793702772947132,0.6637621097791183,0.4147313680998582,0.14596617632014006,0.0950401197748125,0.38507105790084095,1
0.7314973425028539,0.4793476471782405,0.14632817186284383,0.08088877815842627,0.10593049991189013,0.2520339078625049,1
0.726361001170077,0.16590384362749436,0.023163316549667707,0.792353912479956,0.09532848985654122,0.1457451755976088,0
0.8622622685464949,0.06803148071962016,0.02010597343523671,0.5963263924928781,0.40920998354090055,0.000575376994875032,1
0.6302031323078829,0.5419801112795837,0.4649798159981148,0.21624734354911762,0.16922192253106502,0.5344976968112657,0
0.682686814932467,0.6072850106540584,0.2656923139964686,0.19466913748784007,0.03087076063606961,0.18240679830448747,0
0.6146793339776344,0.22159147509639152,0.2720046375543564,0.4132767253216794,0.35676094856091056,0.3340042520440898,1
0.8429753562407256,0.10306500851160379,0.09047921397160878,0.6752989937722504,0.26108452223261824,0.26749153464970254,0
0.8334601542645463,0.10399013648695747,0.06650217861335783,0.6711885889385371,0.2745224926109442,0.28579408551295715,0
0.8570999429168429,0.23470665178328162,0.21394842657667365,0.1319775802968959,0.3047837271492999,0.3134369314751544,1
0.8581013296918216,0.0799107538031317,0.028109406745001172,0.6627075421019661,0.07504498278066865,0.27171333897230776,0
0.829528623509513,0.09537547566400383,0.0432636551784223,0.676584069170412,0.6984783243475353,0.2444750691002312,0
0.7885551625320522,0.23225812924090058,0.02977180562278962,0.583678872874101,0.02807466512092871,0.11125059550475175,0
0.8146516619913056,0.08422419086078035,0.10319700365871118,0.524913260910578,0.34058115904038766,0.5763473299245538,1
0.7760255914059535,0.1236189416406865,0.05029458934035058,0.6218059098395577,0.14409298802593526,0.3030225959161852,1
